Client Names,Client Numbers
"Bell County Public Health District, BCPHD-Temple Clinic",2547784766
"Bell County Public Health District, BCPHD-Killeen Clinic",2545268371
"Bell County Public Health District, BCPHD-Belton Clinic",2549392091
Black Hawk County Health Department,3192912413.0
"Black Hawk County Health Department, East Success Street",3194332446
"Black Hawk County Health Department, Carver Success Street",3194332530
"Black Hawk County Health Department, Black Hawk Co Health Dept",3192912413
"Black Hawk County Health Department, West Success Street",3194332780
"Black Hawk County Health Department, Bremer County Public Health",3192912413
"Bluestem Therapy, Inc",6203270400.0
"Bluestem Therapy, Inc, Bluestem Therapy-North Newton",3168364855
"Bluestem Therapy, Inc, Bluestem Therapy Hesston",6203273481
KenTenn Medical,2708860829.0
"KenTenn Medical, HOPKINSVILLE",2708860829
"KenTenn Medical, CLARKSVILLE",9319061166
"KenTenn Medical, PARIS",9319061166
"KenTenn Medical, PRINCETON",2703654505
"KenTenn Medical, JENNIE STUART MEDICAL CENTER",2708870100
"KenTenn Medical, MURRAY",9319061166
"KenTenn Medical, CLARKSVILLE 1",
Steadman Pediatrics,3256920212.0
"Steadman Pediatrics, Oceans Behavioral Health",3256910030
"Steadman Pediatrics, Hendrick Medical Center",3254281000
"Steadman Pediatrics, Steadman Pediatrics Telehealth",3256920212
"Steadman Pediatrics, Steadman Pediatrics New",3256380212
BUTLER COUNTY HEALTH DEPARTMENT,5737858478.0
Camden County Health Department,5733465479.0
"Camden County Health Department, Camden County Health Dept",5733465479
"Cherry Chandi, M.D.,PA ",9729662525.0
"Cherry Chandi, M.D.,PA , Cherry Chandi, M.D.,PA",9729662525
Cardiology and Cardiovascular Surgery LLC,2562381154.0
"Cardiology and Cardiovascular Surgery LLC, Anniston Office",2562381154
"Cardiology and Cardiovascular Surgery LLC, Roanoke Office",2562381154
Cedar County Health Department,4178765477.0
Champaign-Urbana Public Health District,2175315365.0
"Champaign-Urbana Public Health District, Champaign-Urbana Public Health",2173527961
"Champaign-Urbana Public Health District, Rantoul Clinic",2178930832
"Champaign-Urbana Public Health District, Sexual Health Clinic",2175317961
"Champaign-Urbana Public Health District, Iroquois Community Care Services",8157851128
Chariton County Health Center,6602883675.0
Christian County Health Department,4175817285.0
"Christian County Health Department, Christian Cty. Health Dept.",4175817285
"Capitol Interventional Pain Management, PLLC",5123990080.0
"Capitol Interventional Pain Management, PLLC, Capitol Interventional Pain Managem",5123990080
"Capitol Interventional Pain Management, PLLC, Galleria Pain Physicians, PLLC",
"Capitol Interventional Pain Management, PLLC, Galleria Pain Physicians, PLLC 1",
"Capitol Interventional Pain Management, PLLC, Arthritis Relief Centers, PLLC",
Central Minnesota Dementia Community Action Network,3206406726.0
"Central Minnesota Dementia Community Action Network, Midsota Building",3206406726
"Central Minnesota Dementia Community Action Network, Brainerd",
"Central Minnesota Dementia Community Action Network, Sauk Center",
City-Cowley County Health Department,6202211430.0
"City-Cowley County Health Department, City Cowley Co Health Dept WF",6202211430
"City-Cowley County Health Department, City Cowley Co Health Dept AC",6204423260
"City-Cowley County Health Department, COVID POD",6202211430
"City-Cowley County Health Department, Flu POD",6202211430
Falwell Medical Services,9317832805.0
"Falwell Medical Services, Cookeville Inpatient Rehab",9317832900
"Falwell Medical Services, Cookeville Hospital",
"CardioRenal Therapeutics, LLC (IL Location)",7732762655.0
"CardioRenal Therapeutics, LLC (IL Location), Augusta Damen",7732762655
"CardioRenal Therapeutics, LLC (IL Location), Cardiac Vision LLC",9042967775
"CardioRenal Therapeutics, LLC (IL Location), CardioRenal Therapeutics LLC",
Dent County Health Center,5737293106.0
"Cardinal Rehab Services, Inc",2143966628.0
"Cardinal Rehab Services, Inc, Health Provider Service",
Douglas County Health Department,4176834174.0
"Douglas County Health Department, Douglas County Health Dept. ",4176834174
"Douglas County Health Department, Douglas County Health Dept.",4024447112
"Douglas County Health Department, NESIIS - DCHD",4024447112
"Douglas County Health Department, NESIIS - DCHDA",4024447112
"Mitchell Huebner, MD, PLLC",2143612277.0
"Mitchell Huebner, MD, PLLC, Mitchell Huebner MD, PLLC",2143612277
Eastside Family Medical Clinic,9314241330.0
45 Urgent Care,7315540571.0
Freedom Health Systems,4177087010.0
"Freedom Health Systems, FHS-Ozark",4177087010
"Freedom Health Systems, FHS-Battlefield",4172215900
Fort Bend County Clinical Health Services,2813426414.0
"Fort Bend County Clinical Health Services, Rosenberg Annex",2813426414
"Fort Bend County Clinical Health Services, Missouri City Annex",2814038091
"Fort Bend County Clinical Health Services, North Annex (Katy)",2813418670
"Fort Bend County Clinical Health Services, Four Corners",2813426414
"Fort Bend County Clinical Health Services, FB Mobile",2813426414
FOREVER YOUNG MENS HEALTH CLINIC PLLC,2283636623.0
"FOREVER YOUNG MENS HEALTH CLINIC PLLC, ForeverYoungMensHealthClinic",2283636623
City of Garland Public Health Clinic,9722053370.0
"City of Garland Public Health Clinic, City of Garland Public Health",9722053370
"Global Medical Center, LLC",9856414898.0
AAFIYAH SOLUTIONS INC (Galaxy Medical Lab),8477648992.0
"AAFIYAH SOLUTIONS INC (Galaxy Medical Lab), Galaxy Medical Lab",8478617615
Hays County Health Department,5123935520.0
"Hays County Health Department, Thermon",5123935520
"Hays County Health Department, Private",5123935520
"Houston Cancer Institute, PA",7134649559.0
"Houston Cancer Institute, PA, Memorial/ West Houston",7134649559
"Houston Cancer Institute, PA, Spring/Northwest",7134649559
"Houston Cancer Institute, PA, Clear Lake/Southeast",7134649559
"Houston Cancer Institute, PA, Katy",7134649559
"Houston Cancer Institute, PA, Houston Diagnostic/PETCT Center",7139739844
"Houston Cancer Institute, PA, CHI St Lukes Health Patient Med CTR",7139487000
"Houston Cancer Institute, PA, HCA Houston Healthcare Clear Lake",2813322511
"Houston Cancer Institute, PA, HCA Houston Healthcare NW",2814402457
"Houston Cancer Institute, PA, HCA Houston Healthcare NW OP",2814402457
"Houston Cancer Institute, PA, HCA Houston Healthcare SE",7133592000
"Houston Cancer Institute, PA, HCA Houston Healthcare SE OP",7133592000
"Houston Cancer Institute, PA, HCI Houston Clear Lake",7134649559
"Houston Cancer Institute, PA, HCI Katy",7134649559
"Houston Cancer Institute, PA, HCI Memorial",7134649559
"Houston Cancer Institute, PA, HCI Northwest",7134649559
"Houston Cancer Institute, PA, HCI Sugar Land",7134643343
"Houston Cancer Institute, PA, HCI Tomball",
"Houston Cancer Institute, PA, Memorial Hermann Greater Heights",7133384191
"Houston Cancer Institute, PA, Memorial Hermann Katy",2816447000
"Houston Cancer Institute, PA, Memorial Hermann Katy OP",2816447000
"Houston Cancer Institute, PA, Memorial Hermann Memorial City",7132423000
"Houston Cancer Institute, PA, Memorial Hermann Memorial City OP",7132423000
"Houston Cancer Institute, PA, Memorial Hermann Pearland",7134135000
"Houston Cancer Institute, PA, Memorial Hermann Southeast",2819296100
"Houston Cancer Institute, PA, Memorial Hermann Southeast OP",2819296100
"Houston Cancer Institute, PA, Memorial Hermann Southwest Hospital",7134565000
"Houston Cancer Institute, PA, Memorial Hermann Sugarland",2817255000
"Houston Cancer Institute, PA, Memorial Hermann Sugarland OP",
"Houston Cancer Institute, PA, Methodist Sugar Land",2812747000
"Houston Cancer Institute, PA, Methodist West Houston",8325221000
"Houston Cancer Institute, PA, Methodist Willowbrook INP Hospital",2817371000
"Houston Cancer Institute, PA, Methodist Willowbrook OP Hospital",2817371000
"Houston Cancer Institute, PA, West Houston Medical Center IP",2815583444
"Houston Cancer Institute, PA, West Houston Medical Center OP",2815583444
"Houston Cancer Institute, PA, Memorial Longevity Clinic",7134649559
"Houston Cancer Institute, PA, Texas Fitness Lab",7134649559
Health First Center LLC,2562407332.0
"Health First Center LLC, NE Alabama Regional Medical Ctr IP",
"Health First Center LLC, NE AL Regional Medical Outpatient",
"Health First Center LLC, Noland Long Term Hospital",
JRK Medicals,5073226900.0
"JRK Medicals, JRK Vascular Medicine Rochester",5073226900
"JRK Medicals, River's Edge Hospital and Clinic IP",5079312200
"JRK Medicals, River's Edge Hospital and Clinic OP",5079312200
"JRK Medicals, JRK Vascular Medicine Shakopee",5073226900
"JRK Medicals, St Francis Regional Medical Cntr IP",
"JRK Medicals, St Francis Regional Medical Cntr OP",
"JRK Medicals, Minnesota Vein Center North Oaks",6517658346
"JRK Medicals, Minnesota Vein Center Woodbury",5073226900
"JRK Medicals, Minnesota Aesthetic Center Woodbury",
"JRK Medicals, Pain Control Center of NJ",7326511300
Henry County Health Center,6608858193.0
Hines Street Pharmacy 2 LLC  dba Hines Street Health Services,4177350055.0
"Hines Street Pharmacy 2 LLC  dba Hines Street Health Services, Hines Street Health Services",4177350055
"Hines Street Pharmacy 2 LLC  dba Hines Street Health Services, Complete Care Clinic",4177350055
Houston Medical Consultants PA,7132392347.0
"Houston Medical Consultants PA, Advanced Diagnostics Hospital East",7133303887
"Houston Medical Consultants PA, Altus Baytown Hospital, LP",8322308839
"Houston Medical Consultants PA, Bay Area Regional Medical Cent",
"Houston Medical Consultants PA, Baytown Office",
"Houston Medical Consultants PA, Baytown Office TCHP",2818372288
"Houston Medical Consultants PA, BMC - Bayshore Medical Center",7133591000
"Houston Medical Consultants PA, BMER - Bayshore Medical ER",
"Houston Medical Consultants PA, Clear Lake Regional Medical Ce",
"Houston Medical Consultants PA, East Houston Office",7132392347
"Houston Medical Consultants PA, East Houston Office - Dr Jawed",
"Houston Medical Consultants PA, East Houston Office TCS",7132392347
"Houston Medical Consultants PA, EAST HOUSTON REGIONAL MEDICAL",
"Houston Medical Consultants PA, El Campo Office",
"Houston Medical Consultants PA, HOUSTON BEHAVIORAL HEALTHCARE HOSPI",2489055091
"Houston Medical Consultants PA, Houston Methodist West Hospita",
"Houston Medical Consultants PA, Katy Office",2815791717
"Houston Medical Consultants PA, KBAY - Kindred Hospital Baytow",
"Houston Medical Consultants PA, Kindred Hospital",
"Houston Medical Consultants PA, Memorial Harman Southeast Clinic",
"Houston Medical Consultants PA, Memorial Herman Southeast Hosp",
"Houston Medical Consultants PA, MHHS - Memorial Herman Katy",
"Houston Medical Consultants PA, MWH - Methodist West",
"Houston Medical Consultants PA, Park plaza hospital",
"Houston Medical Consultants PA, Pasadena Office",8328792942
"Houston Medical Consultants PA, Patient Medical Center",7139487000
"Houston Medical Consultants PA, SJ - San Jacinto Methodist ER",
"Houston Medical Consultants PA, SJM - San Jacinto Methodist",
"Houston Medical Consultants PA, St Luke's patients Medical Cen",
"Houston Medical Consultants PA, TTC - Triumph Town & Country",
"Houston Medical Consultants PA, WHT - Womens Hospital Of Texas",
"Houston Medical Consultants PA, HCA Houston Healthcare West",2815583444
"Houston Medical Consultants PA, EXCELLENCE EMERGENCY HOSPITAL",2819779800
Hematology/Oncology Assoc.,8705341188.0
"Hematology/Oncology Assoc., Blood and Cancer Institute",5016642174
"Hematology/Oncology Assoc., Jefferson Reginal Medical Center IP",8705417100
"Hematology/Oncology Assoc., Jefferson Reginal Medical Center OP",8705417100
"Hematology/Oncology Assoc., ST VINCENT INFIRMARY MEDICAL CENTER",5015523000
Howell County Health Department,4172567078.0
"Howell County Health Department, HCHD WS Satelllite",4172567078
Specialty Care Of Houston,8324002264.0
"Specialty Care Of Houston, Webster Office",8324002264
"Specialty Care Of Houston, Pasadena Office",
"Specialty Care Of Houston, Memorial Hermann Southeast Hospital",
"Specialty Care Of Houston, Memorial Hermann Pearland",
"Specialty Care Of Houston, HCA Southeast",
"Specialty Care Of Houston, HCA Clear Lake",
"Specialty Care Of Houston, St Joseph's Medical Center",
"Specialty Care Of Houston, SPCH Beamer Office",
"Specialty Care Of Houston, Memorial Hermann Greater Heights",
Immediate Care Plus,8474260600.0
INR Medical Services LLC,6304863664.0
"INR Medical Services LLC, INR MEDICAL SERVICES LLC",6304863664
Aadam Quraishi MD PA Interventional Treatment Institute,9566871261.0
"Aadam Quraishi MD PA Interventional Treatment Institute, Aadam Quraishi MD PA Interventional",9566871261
"Aadam Quraishi MD PA Interventional Treatment Institute, ITI Brownsville",9566871261
"Aadam Quraishi MD PA Interventional Treatment Institute, ITI Laredo",9566871261
"Aadam Quraishi MD PA Interventional Treatment Institute, S Houston",9566871261
"Aadam Quraishi MD PA Interventional Treatment Institute, N Houston",9566871261
"Aadam Quraishi MD PA Interventional Treatment Institute, Regenexx",
"Aadam Quraishi MD PA Interventional Treatment Institute, ITI SAN ANTONIO",2104606378
"Aadam Quraishi MD PA Interventional Treatment Institute, OPEN MRI DEL NORTE",
John Anderson III MD,9314549768.0
Johnson County Community Health Services,6607476121.0
"Johnson County Community Health Services, JCCHS",6607476121
Joplin City Health Department,4176236122.0
"Joplin City Health Department, CITY OF JOPLIN",4176236122
"Dr. Joyce Scott, DO",9312434312.0
"Dr. Joyce Scott, DO, Dr. Joyce Scott",9312434312
K&M mental Health Clinic LLC,8328672447.0
"K&M mental Health Clinic LLC, K&M Mental Health Clinic",8328672447
Lafayette County Health Department,6602594371.0
LiveActive Primary Care ,9135493884.0
"LiveActive Primary Care , LiveActive Primary Care Home Care",9134811568
"LiveActive Primary Care , Anthology of the Plaza ALF and ILF",
"LiveActive Primary Care , Live Active Clinic",
"LiveActive Primary Care , Kindred Hospital Northland",
"LiveActive Primary Care , LiveActive Physician Group",9135493884
"LiveActive Primary Care , PAM Health Rehabilitation Hospital",9135441957
"LiveActive Primary Care , Encompass Lakeland",
"LiveActive Primary Care , Encompass Spring Hill",
"LiveActive Primary Care , Encompass Cape Coral",
"LiveActive Primary Care , Encompass Kissimmee",
"LiveActive Primary Care , Nobis Orlando",
"LiveActive Primary Care , Encompass Altamonte Springs",
"LiveActive Primary Care , Encompass Clermont",
"LiveActive Primary Care , MidAmerica",
LifeCare Imaging INC,8009191761.0
"LifeCare Imaging INC, LifeCare Imaging INC IDTF",8009191761
"LifeCare Imaging INC, LIFECARE IMAGING INC XRAY",8009191761
LabCheck Connect IL,7794754077.0
"LabCheck Connect IL, LabCheck Connect I",7794754077
"LabCheck Connect IL, LabCheck Connect - Richmond",2245323898
"LabCheck Connect IL, LabCheck Connect - Antioch",2242422605
"LabCheck Connect IL, LabCheck Connect - Harvard",7794754077
"LabCheck Connect IL, LabCheck Connect - Wonder Lake",8158140634
"LabCheck Connect IL, LabCheck Connect - Oak Brook",
"LabCheck Connect IL, LabCheck Connect - Palatine",
"LabCheck Connect IL, LabCheck Connect - Chicago Ridge",
LabCheck Connect WI,8152364968.0
"LabCheck Connect WI, LabCheck Connect - Oak Creek",8152364968
"LabCheck Connect WI, LabCheck Connect - Mount Pleasant",8152364968
Linn County Public Health,3198926000.0
"Linn County Public Health, Heart of Iowa",3198926000
"Linn County Public Health, Linn County Laboratory",3198926000
"Linn County Public Health, Linn County Lead Investigations",3198926000
"Linn County Public Health, Juvenile Detention Center",3198925735
"Lone Star House Call Physicians, LLC",8663233561.0
"Lone Star House Call Physicians, LLC, Lone Star House Call Physician",8663233561
"Lone Star House Call Physicians, LLC, Nursing Facility",8663233561
Macon County Health Department,2174236988.0
INFECTIOUS DISEASE CONSULTANT,2813518100.0
"INFECTIOUS DISEASE CONSULTANT, The Woodlands Office",2813518100
"INFECTIOUS DISEASE CONSULTANT, Bellaire Office",2813518100
McLean County Behavioral Health Coordination,3098885700.0
"McLean County Behavioral Health Coordination, McLean County FUSE Program",3098885700
Metzger Medical,
VEIN SPECIALTIES AND MEDI-SPA,3142878080.0
"VEIN SPECIALTIES AND MEDI-SPA, Vein Specialties and Medi-Spa",3142878080
"VEIN SPECIALTIES AND MEDI-SPA, SSM Health St. Mary's Hospital IP",3149939229
"VEIN SPECIALTIES AND MEDI-SPA, St. Louis Cardiovascular Institute",3149939229
"VEIN SPECIALTIES AND MEDI-SPA, St Lukes Des Peres Hospital IP",3149939229
"VEIN SPECIALTIES AND MEDI-SPA, St.Clare Hospital Fenton IP",3142878080
"VEIN SPECIALTIES AND MEDI-SPA, Gateway Vascular Access",3142708540
"VEIN SPECIALTIES AND MEDI-SPA, St Louis Specialty Surgical Center",
"VEIN SPECIALTIES AND MEDI-SPA, Mercy Hospital Jefferson IP",6369331000
"VEIN SPECIALTIES AND MEDI-SPA, SSM Health St. Mary's Hospital OP",3149939229
"VEIN SPECIALTIES AND MEDI-SPA, Vein Specialties",3142878080
"VEIN SPECIALTIES AND MEDI-SPA, St.Clare Hospital Fenton OP",3142878080
"VEIN SPECIALTIES AND MEDI-SPA, St Lukes Des Peres Hospital OP",3149939229
"VEIN SPECIALTIES AND MEDI-SPA, Mercy Hospital Jefferson OP",6369331000
Mississippi County Health Department,5736832191.0
"Mississippi County Health Department, MCHD-Charleston",5736832191
"Mississippi County Health Department, MCHD-EP",5736495502
Montgomery County (MO) Health Department,5735642495.0
"Montgomery County (MO) Health Department, Montgomery County Health Dept",5735642495
MORGAN COUNTY HEALTH CENTER,5733785438.0
"MORGAN COUNTY HEALTH CENTER, Morgan County Health Center",5733785438
Rafath Quraishi MD PA,
"Rafath Quraishi MD PA, WESLACO ADVANCED MEDICAL IMAGING",9569739696
"Rafath Quraishi MD PA, Advanced Radiology Associates",9569941752
"Rafath Quraishi MD PA, MCALLEN ADVANCED MEDICAL IMAGING",9566868422
"Rafath Quraishi MD PA, CORPUS CHRISTI PM",9569682500
"Rafath Quraishi MD PA, AUSTIN",8002731744
"Rafath Quraishi MD PA, Beaumont PM",8002731744
"Rafath Quraishi MD PA, Houston PM WC",8326991963
"Rafath Quraishi MD PA, El Paso PM WC",8002731744
"Rafath Quraishi MD PA, Edinburg PM - WC",9569941745
"Rafath Quraishi MD PA, Laredo PM WC",8002731744
"Rafath Quraishi MD PA, San Antonio PM WC",2104460106
"Rafath Quraishi MD PA, Dallas PM WC",2146666063
"Rafath Quraishi MD PA, Brownsville PM WC",9569941745
"Rafath Quraishi MD PA, Radiology Associates CS",9569941752
"Rafath Quraishi MD PA, Laredo IMG",9562426173
"Rafath Quraishi MD PA, CREEKSIDE OPEN MRI CENTER LLC",2102338022
"Rafath Quraishi MD PA, Dallas IMG",2146139680
"Rafath Quraishi MD PA, BROWNSVILLE ADVANCED MEDICAL IMAGIN",9565442264
"Rafath Quraishi MD PA, R.M. Imaging",9569941745
"Rafath Quraishi MD PA, Proactive Wellness",9565683843
